report_date,orders_all_np,AffiliatesAll_spend,DisplayAll_spend,SEMConversionXX_spend,SEMConversionOther_spend,SocialEngagement_spend,SocialConversion_spend,VideoEngagement_spend,VideoConversion_spend,VideoConversionPMAX_spend,OTTall_spend,TVall_spend,organic_seo_non_brand_clicks,organic_email_sends,covid_Q1_22,covid_Q2_22,search_terms_xxxx_core_brand_terms_searches,gcr_per_order_overall_ssl_avg_7d,gcr_per_order_overall_dom_protection_avg_7d,gcr_per_order_overall_dom_registration_avg_7d,gcr_per_order_overall_dom_marketplace_avg_7d,gcr_per_order_overall_o365_avg_7d,brand_tracker_gen_pop_describes_xxxx_aligns_values_lag_2qtr,brand_tracker_gen_pop_unaided_awareness_domains_web_hosting_lag_1qtr,brand_tracker_gen_pop_describes_xxxx_brand_trust_lag_1qtr,brand_tracker_gen_pop_describes_xxxx_proud_to_use_lag_1qtr,brand_tracker_gen_pop_describes_xxxx_aligns_values_lag_3qtr,brand_tracker_gen_pop_aided_awareness_lag_1qtr,cli,market_share_xxxx_net_adds_total_pct
2021-10-03,1115,2455.401,2006.29441,1764.57,6886.09,0,1254.80009,1024.41114,913.06863,0,896.21,457.2672266,300,47058,0,0,37.23996974,177.0951516,15.17615929,18.93049729,306.1017063,48.58186471,0.222162872,0.426757458,0.241477961,0.256129519,0.222244338,0.727870188,103.0981,40
2021-10-04,1791,4377.296,3466.69824,3488.5,18706.48,0,858.9604,1017.60451,912.41252,0,700.39,1563.514377,813,158138,0,0,80.03201452,181.4427734,15.14892443,18.861996,330.2509126,48.56889486,0.222133307,0.42664909,0.241210879,0.256123306,0.222255342,0.727965586,103.0981,40
2021-10-05,1805,2444.178,3222.17664,3034.04,13907.58,0,1117.53005,1024.24141,902.14816,0,2408.42,1579.532848,602,88712,0,0,66.71565893,183.8090116,15.39291014,19.10516357,330.8128174,48.87194529,0.22210386,0.426541397,0.240950199,0.256116565,0.222266295,0.7280554,103.0981,36.9
2021-10-06,1867,3218.094,3175.14753,2680.16,12717.71,0,1091.86002,1013.62496,898.63652,0,915.34,1606.118889,578,106311,0,0,63.24246963,178.8811111,15.43325871,19.16027471,296.7374207,48.93295971,0.222074567,0.426434441,0.240696073,0.256109298,0.222277183,0.72813949,103.0981,39.2
2021-10-07,1746,2262.92,3218.07062,2435.26,11916.58,0,1074.19001,1027.2949,900.71445,0,1312.86,1507.066801,487,106114,0,0,57.00443269,175.4547069,15.23668814,19.14343014,318.2141714,47.33941957,0.222045459,0.426328285,0.240448648,0.256101509,0.222287994,0.728217721,103.0981,37.7
2021-10-08,1440,1738.573,2975.33644,2349.95,9715.69,0,1120.06004,1027.65632,904.06414,0,1498.96,1614.381243,426,80565,0,0,52.31345229,177.324494,15.33408886,19.29647014,302.7135761,48.534898,0.222016571,0.426222989,0.24020806,0.256093203,0.222298715,0.728289961,103.0981,35.2
2021-10-09,1062,1132.496,2499.27338,1768.52,8190.9,0,1130.92,1027.4989,899.91797,0,1375.31,1588.734622,315,48553,0,0,33.21184654,174.344842,15.25324886,19.26583286,307.6850047,49.08498971,0.221987937,0.426118611,0.239974444,0.256084387,0.222309334,0.728356085,103.0981,35.1
2021-10-10,898,1203.733,2539.57122,1592.77,7972.82,0,1160.70002,1026.07064,909.38048,0,1512.11,7631.756885,319,48496,0,0,30.97071338,157.7321277,15.207676,19.40783414,293.2092904,47.14163529,0.221959588,0.426015206,0.239747923,0.256075067,0.222319839,0.728415972,103.0981,33.4
2021-10-11,1101,1436.357,3313.43588,2098.82,10061.04,0,1118.02,1531.94527,908.30345,0,2297.52,11208.76873,346,50677,0,0,41.64728607,158.3469503,15.02545514,19.724474,252.4561159,48.03792943,0.221931557,0.425912828,0.239528617,0.256065252,0.222330218,0.728469507,103.0981,26.9
2021-10-12,1871,2458.034,3407.27886,2953.83,12997.12,128.41,1651.36,1525.00479,898.88625,0,2824.38,12467.10511,592,219085,0,0,67.83499778,158.9825131,14.84368629,19.48311171,302.8471873,47.25452843,0.221903876,0.425811527,0.239316638,0.256054953,0.222340459,0.72851658,103.0981,36.7
2021-10-13,1944,2089.927,3300.58536,2768.24,13312.76,214.28,2009.13025,1517.86185,905.39389,0,4613.91,18094.625,534,117572,0,0,66.04758681,163.2082414,14.66854429,19.39463814,322.4231793,46.89215271,0.221876578,0.425711352,0.239112091,0.256044181,0.22235055,0.728557086,103.0981,38.5
2021-10-14,1890,2727.836,3169.36248,2813.78,14289.98,189.04999,2083.61003,1522.93465,907.12018,0,3600.97,30049.45557,571,121127,0,0,64.61640458,162.76212,14.701514,19.56564043,314.9209524,47.51715614,0.221849693,0.425612349,0.238915072,0.256032947,0.222360481,0.728590927,103.0981,40.6
2021-10-15,1619,2225.683,2869.44814,2508.49,12703.92,193.16,1630.11003,1535.62479,915.8088,0,4661.13,12937.27169,493,81773,0,0,58.16434509,158.0130939,14.71506071,19.53851543,381.6626191,47.84550543,0.221823252,0.425514561,0.238725675,0.256021265,0.222370239,0.72861801,103.0981,39
2021-10-16,1306,2237.961,2354.91635,1982.07,9777.78,193.08001,1135.38,1535.96459,917.81383,0,3529.47,7780.349195,355,47976,0,0,38.09622362,160.6951006,14.47631,19.61057329,362.7245239,51.90028914,0.221797286,0.42541803,0.238543981,0.25600915,0.222379814,0.728638248,103.0981,40.9
2021-10-17,1182,2475.337,2219.17299,1883.67,9899.83,203.48,1172.23001,1538.46641,922.58431,0,3772.44,28938.55178,325,46832,0,0,37.90918775,161.1426363,14.452379,19.58723671,357.617381,54.13827529,0.221771823,0.425322795,0.238370069,0.255996617,0.222389194,0.728651559,103.0981,45
2021-10-18,1894,1257.157,2973.50958,2946.18,14358.95,188.87,1095.64001,1532.59075,926.31627,0,3556.64,33178.87022,545,109539,0,0,66.95804789,160.3052683,14.53937871,19.52542486,448.9250733,52.897909,0.221746894,0.42522889,0.238204007,0.255983684,0.22239837,0.728657868,103.0981,40.1
2021-10-19,1948,2112.61,3156.87022,2745.98,14304.16,181.08996,1137.01002,1529.93002,922.46295,0,3659.85,21136.14832,498,84683,0,0,62.54640527,158.7144124,14.53664471,19.49387214,449.469533,53.30684586,0.221722526,0.425136351,0.238045858,0.255970368,0.22240733,0.728657107,103.0981,42.5
2021-10-20,1868,2182.46,2968.83713,2652.14,14296.84,182.30003,1120.62011,1533.72357,926.39539,0,3748.42,17797.47989,553,66624,0,0,60.6974441,160.9557794,14.64609214,19.69820943,425.2027473,53.53964243,0.221698748,0.425045208,0.237895678,0.255956689,0.222416065,0.728649212,103.0981,39.8
2021-10-21,1828,1382.58,2882.7465,2905.6,14513.97,187.19001,1138.52001,1532.72758,926.89221,0,3719.01,28435.59016,522,126524,0,0,63.94173779,159.2772069,14.61398157,19.79643186,555.7615569,54.30970314,0.221675586,0.424955489,0.237753514,0.255942667,0.222424565,0.728634126,103.0981,41.8
2021-10-22,1672,3664.337,2622.42694,2469.84,12729.25,208.81002,1505.38002,1542.34262,923.81804,0,3695.85,9094.223005,452,78513,0,0,54.89203577,158.7383477,14.83120129,19.72839843,486.2341759,54.088489,0.221653067,0.424867221,0.237619407,0.255928325,0.22243282,0.7286118,103.0981,41.5
2021-10-23,1083,1414.227,2176.23057,1840.1,9165.75,193.30003,2009.63,1541.38056,925.9449,0,3427.92,10406.78719,300,46989,0,0,35.74529633,149.9959243,15.42990743,19.96017829,484.0951283,49.50608686,0.221631217,0.424780428,0.237493392,0.255913683,0.222440822,0.72858219,103.0981,57.8
2021-10-24,1114,2141.064,2173.18429,2011.6,9961.07,194.56,2097.47002,1533.72431,921.43368,0,3707.45,16066.72825,322,48323,0,0,36.72549247,150.9256267,15.50657343,20.03614457,477.4856044,48.12893686,0.221610059,0.424695129,0.237375494,0.255898767,0.22244856,0.728545257,103.0981,72.7
2021-10-25,1966,2693.043,2907.16581,3143.44,14974.51,186.16001,2146.64005,1534.11887,919.92973,0,3481.59,16877.51763,549,98582,0,0,68.36783254,149.626578,15.84453957,20.04475143,405.762606,48.45354429,0.221589619,0.424611345,0.237265732,0.255883601,0.222456027,0.728500971,103.0981,84.6
2021-10-26,1944,2020.94,2751.69856,3189.8,14854.99,194.54001,1499.58004,1529.72736,920.19089,0,3816.33,8357.416076,545,98577,0,0,65.82035155,154.2376903,15.98363557,20.31334343,367.5098587,49.34888643,0.221569919,0.42452909,0.23716412,0.255868211,0.222463215,0.728449308,103.0981,83.9
2021-10-27,1803,2090.801,2475.26479,2809.14,13775.16,132.85001,1436.52016,1529.93712,920.61,0,6520.04,29275.13976,558,60959,0,0,61.23016193,151.0558953,16.21622957,20.55353486,368.572081,49.77786629,0.221550982,0.424448378,0.237070661,0.255852623,0.222470115,0.728390249,103.0981,77.4
2021-10-28,2071,2306.057,3009.46325,3196.03,15039.86,190.54002,2376.78004,1546.13814,925.2114,0,6881.01,21038.70813,626,81312,0,0,65.22051782,151.8023036,16.30108343,20.58746157,294.4415487,48.65314643,0.221532829,0.424369222,0.236985354,0.255836866,0.22247672,0.728323784,103.0981,78.7
2021-10-29,1722,3540.46,7947.35818,2654.55,12963.44,191.82002,2676.78003,1548.35413,929.24831,0,3840.38,5267.350827,454,52392,0,0,55.58810014,153.0873704,16.20704657,20.76487543,388.8701201,48.674159,0.22151548,0.424291628,0.23690819,0.255820968,0.222483022,0.728249907,103.0981,76.2
2021-10-30,1179,1328.332,9646.62353,1978.88,9905.12,201.81005,2693.93008,1551.97839,930.07405,0,2465.59,5496.402443,321,42981,0,0,35.74763487,152.7836714,16.068068,21.23472657,379.6377391,50.75040843,0.221498955,0.424215605,0.236839152,0.255804959,0.222489015,0.728168621,103.0981,41.8
2021-10-31,1126,2401.324,2590.80167,1689.44,8416.17,212.51004,1671.60012,1553.31003,928.37125,0,2562.25,648.4883403,318,41164,0,0,34.05605698,153.9630761,16.067363,21.81876257,480.1901201,53.20530014,0.221483273,0.424141155,0.236778218,0.25578887,0.222494693,0.728079935,103.0981,39.7
2021-11-01,1932,2182.616,3328.02088,3071.22,13373.92,186.96001,2069.10005,1146.15509,888.93523,0,2174.87,5690.773897,580,1146943,0,0,70.4760201,154.4548521,16.244528,22.170064,525.0125691,53.40982386,0.221468451,0.424068282,0.236725356,0.255772733,0.222500048,0.727983864,103.0007,41.4
2021-11-02,2049,3859.65,3864.9574,3042.87,13710.43,191.81007,2032.22014,1154.95495,753.96556,0,1674.7,17015.1006,617,89741,0,0,71.08637723,152.1871319,16.44188957,22.07060614,566.3363329,52.80725029,0.221454506,0.423996983,0.236680531,0.255756579,0.222505076,0.727880431,103.0007,39.9
2021-11-03,2001,2151.85,3808.21887,3188.24,14593.77,189.10004,2447.92012,1140.67036,1230.77123,0,2083.2,2226.332472,521,84797,0,0,66.22456699,152.8381827,16.35787971,22.21886071,600.8185749,52.46169443,0.221441452,0.423927258,0.236643699,0.255740441,0.222509771,0.727769663,103.0007,40.3
2021-11-04,1908,2755.13,4145.72702,3034.19,13130.37,191.09001,1859.37006,1156.84222,1232.06976,0,2003.71,13339.73723,505,115919,0,0,60.73836843,153.78375,16.36133214,22.323284,509.7300594,51.47133943,0.221429305,0.423859101,0.236614809,0.255724355,0.222514128,0.727651598,103.0007,40.6
2021-11-05,1706,2488.894,3886.15118,2646.46,11529.93,203.68,1894.66,1155.91952,1231.7701,0,1839.9,3272.830981,448,77925,0,0,55.59944203,152.3564841,16.23121871,22.00254629,397.4629166,50.09299929,0.221418078,0.423792505,0.236593803,0.255708353,0.222518142,0.727526277,103.0007,39.2
2021-11-06,1154,2837.538,3356.70542,2173.26,9542.45,202.27,1832.88003,1155.49711,1229.6039,0,1621.16,2679.072045,334,45962,0,0,36.70713498,168.4994526,16.02455371,21.74581886,438.1307737,48.17454557,0.221407783,0.423727462,0.23658062,0.255692473,0.22252181,0.72739375,103.0007,37.7
2021-11-07,1261,2698.966,3810.28114,2161.57,9602.25,216.35,2056.16002,1200.53084,1281.6205,0,1810.12,11086.16207,380,46628,0,0,39.34270851,170.1926669,16.0581,21.13628457,345.696488,45.29341414,0.221398432,0.423663961,0.236575189,0.255676749,0.222525127,0.727254071,103.0007,43
